5001		0.000001
5002		0.000001
5003		0.000001
5004		0.000001
5005		0.000001
5006		0.000001
5007		0.000001
5008		0.000001
5009		0.000001
5010		0.000001
5011		0.000001
5012		0.000001
5013		0.000001
5014		0.000001
5015		0.000001
5016		0.000001
5017		0.000001
5018		0.000001
5019		0.000001
5020		0.000001
5021		0.000001
5022		0.000001
5023		0.000001
5024		0.000001
5025		0.000001
5026		0.000001
5027		0.000001
5028		0.000001
5029		0.000001
5030		0.000001
5031		0.000001
5032		0.000001
5033		0.000001
5034		0.000001
5035		0.000001
5036		0.000001
5037		0.000001
5038		0.000001
5039		0.000001
5040		0.000001
5041		0.000001
5042		0.000001
5043		0.000001
5044		0.000001
5045		0.000001
5046		0.000001
5047		0.000001
5048		0.000001
5049		0.000001
5050		0.000001
5051		0.000001
5052		0.000001
5053		0.000001
5054		0.000001
5055		0.000001
5056		0.000001
5057		0.000001
5058		0.000001
5059		0.000001
5060		0.000001
5061		0.000001
5062		0.000001
5063		0.000001
5064		0.000001
5065		0.000001
5066		0.000001
5067		0.000001
5068		0.000001
5069		0.000001
5070		0.000001
5071		0.000001
5072		0.000001
5073		0.000002
5074		0.000002
5075		0.000002
5076		0.000002
5077		0.000002
5078		0.000002
5079		0.000002
5080		0.000002
5081		0.000002
5082		0.000002
5083		0.000002
5084		0.000002
5085		0.000002
5086		0.000002
5087		0.000002
5088		0.000002
5089		0.000002
5090		0.000002
5091		0.000002
5092		0.000002
5093		0.000002
5094		0.000002
5095		0.000002
5096		0.000002
5097		0.000002
5098		0.000002
5099		0.000002
5100		0.000002
5101		0.000002
5102		0.000002
5103		0.000002
5104		0.000002
5105		0.000002
5106		0.000002
5107		0.000002
5108		0.000002
5109		0.000002
5110		0.000002
5111		0.000002
5112		0.000002
5113		0.000002
5114		0.000002
5115		0.000002
5116		0.000002
5117		0.000002
5118		0.000002
5119		0.000002
5120		0.000002
5121		0.000002
5122		0.000002
5123		0.000002
5124		0.000002
5125		0.000002
5126		0.000002
5127		0.000002
5128		0.000002
5129		0.000002
5130		0.000002
5131		0.000002
5132		0.000002
5133		0.000002
5134		0.000002
5135		0.000002
5136		0.000002
5137		0.000002
5138		0.000002
5139		0.000002
5140		0.000002
5141		0.000002
5142		0.000002
5143		0.000002
5144		0.000002
5145		0.000002
5146		0.000002
5147		0.000002
5148		0.000002
5149		0.000002
5150		0.000002
5151		0.000003
5152		0.000003
5153		0.000003
5154		0.000003
5155		0.000003
5156		0.000003
5157		0.000003
5158		0.000003
5159		0.000003
5160		0.000003
5161		0.000003
